postcode,locality,state,sa3name,sa4name
2640,SPLITTERS CREEK,NSW,Wodonga - Alpine,Hume
2640,TABLE TOP,NSW,Wodonga - Alpine,Hume
2640,TALMALMO,NSW,Wodonga - Alpine,Hume
2640,THURGOONA,NSW,Wodonga - Alpine,Hume
2640,WEST ALBURY,NSW,Wodonga - Alpine,Hume
2640,WIRLINGA,NSW,Wodonga - Alpine,Hume
2640,WYMAH,NSW,Wodonga - Alpine,Hume
2641,HAMILTON VALLEY,NSW,Albury,Murray
2641,LAVINGTON,NSW,Albury,Murray
2641,LAVINGTON DC,NSW,Wodonga - Alpine,Hume
2641,SPRINGDALE HEIGHTS,NSW,Albury,Murray
2642,BIDGEEMIA,NSW,Wodonga - Alpine,Hume
2642,BROCKLESBY,NSW,Wodonga - Alpine,Hume
2642,BURRUMBUTTOCK,NSW,Wodonga - Alpine,Hume
2642,GEEHI,NSW,Wodonga - Alpine,Hume
2642,GEROGERY,NSW,Wodonga - Alpine,Hume
2642,GLENELLEN,NSW,Wodonga - Alpine,Hume
2642,GREG GREG,NSW,Wodonga - Alpine,Hume
2642,INDI,NSW,Wodonga - Alpine,Hume
2642,JAGUMBA,NSW,Wodonga - Alpine,Hume
2642,JAGUNGAL WILDERNESS,NSW,Wodonga - Alpine,Hume
2642,JINDERA,NSW,Wodonga - Alpine,Hume
2642,JINGELLIC,NSW,Wodonga - Alpine,Hume
2642,KHANCOBAN,NSW,Wodonga - Alpine,Hume
2642,MURRAY GORGE,NSW,Wodonga - Alpine,Hume
2642,RAND,NSW,Wodonga - Alpine,Hume
2642,TOOMA,NSW,Wodonga - Alpine,Hume
2642,WALBUNDRIE,NSW,Wodonga - Alpine,Hume
2642,WELAREGANG,NSW,Wodonga - Alpine,Hume
2642,WRATHALL,NSW,Wodonga - Alpine,Hume
2642,YERONG CREEK,NSW,Wodonga - Alpine,Hume
2643,HOWLONG,NSW,Upper Murray exc. Albury,Murray
2644,BOWNA,NSW,Wodonga - Alpine,Hume
2644,COPPABELLA,NSW,Wodonga - Alpine,Hume
2644,HOLBROOK,NSW,Wodonga - Alpine,Hume
2644,LANKEYS CREEK,NSW,Wodonga - Alpine,Hume
2644,LITTLE BILLABONG,NSW,Wodonga - Alpine,Hume
2644,MOUNTAIN CREEK,NSW,Wodonga - Alpine,Hume
2644,MULLENGANDRA,NSW,Wodonga - Alpine,Hume
2644,WANTAGONG,NSW,Wodonga - Alpine,Hume
2644,WOOMARGAMA,NSW,Wodonga - Alpine,Hume
2644,YARARA,NSW,Wodonga - Alpine,Hume
2645,COONONG,NSW,Wagga Wagga,Riverina
2645,CULLIVEL,NSW,Wagga Wagga,Riverina
2645,URANA,NSW,Wagga Wagga,Riverina
2645,YULUMA,NSW,Wagga Wagga,Riverina
2646,BALLDALE,NSW,Upper Murray exc. Albury,Murray
2646,BULL PLAIN,NSW,Upper Murray exc. Albury,Murray
2646,BURAJA,NSW,Upper Murray exc. Albury,Murray
2646,COADS TANK,NSW,Upper Murray exc. Albury,Murray
2646,COLLENDINA,NSW,Upper Murray exc. Albury,Murray
2646,COREEN,NSW,Upper Murray exc. Albury,Murray
2646,COROWA,NSW,Upper Murray exc. Albury,Murray
2646,DAYSDALE,NSW,Upper Murray exc. Albury,Murray
2646,GOOMBARGANA,NSW,Upper Murray exc. Albury,Murray
2646,HOPEFIELD,NSW,Upper Murray exc. Albury,Murray
2646,LOWESDALE,NSW,Upper Murray exc. Albury,Murray
2646,MERTON VALE,NSW,Upper Murray exc. Albury,Murray
2646,NYORA,NSW,Upper Murray exc. Albury,Murray
2646,OAKLANDS,NSW,Upper Murray exc. Albury,Murray
2646,REDLANDS,NSW,Upper Murray exc. Albury,Murray
2646,RENNIE,NSW,Upper Murray exc. Albury,Murray
2646,RINGWOOD,NSW,Upper Murray exc. Albury,Murray
2646,SANGER,NSW,Upper Murray exc. Albury,Murray
2646,SAVERNAKE,NSW,Upper Murray exc. Albury,Murray
2647,MULWALA,NSW,Upper Murray exc. Albury,Murray
2648,ANABRANCH NORTH,NSW,Lower Murray,Murray
2648,ANABRANCH SOUTH,NSW,Lower Murray,Murray
2648,BOEILL CREEK,NSW,Lower Murray,Murray
2648,CAL LAL,NSW,Lower Murray,Murray
2648,CURLWAA,NSW,Lower Murray,Murray
2648,ELLERSLIE,NSW,Lower Murray,Murray
2648,MOORARA,NSW,Lower Murray,Murray
2648,MOURQUONG,NSW,Lower Murray,Murray
2648,PALINYEWAH,NSW,Lower Murray,Murray
2648,PAN BAN,NSW,Lower Murray,Murray
2648,PARA,NSW,Lower Murray,Murray
2648,PINE CAMP,NSW,Lower Murray,Murray
2648,POMONA,NSW,Lower Murray,Murray
2648,POONCARIE,NSW,Lower Murray,Murray
2648,RUFUS,NSW,Lower Murray,Murray
2648,RUFUS RIVER,NSW,Lower Murray,Murray
2648,SCOTIA,NSW,Lower Murray,Murray
2648,WENTWORTH,NSW,Lower Murray,Murray
2649,LAUREL HILL,NSW,Tumut - Tumbarumba,Riverina
2649,NURENMERENMONG,NSW,Tumut - Tumbarumba,Riverina
2650,ALFREDTOWN,NSW,Wagga Wagga,Riverina
2650,ASHMONT,NSW,Wagga Wagga,Riverina
2650,BELFRAYDEN,NSW,Wagga Wagga,Riverina
2650,BERRY JERRY,NSW,Wagga Wagga,Riverina
2650,BIG SPRINGS,NSW,Wagga Wagga,Riverina
2650,BOMEN,NSW,Wagga Wagga,Riverina
2650,BOOK BOOK,NSW,Wagga Wagga,Riverina
2650,BOOROOMA,NSW,Wagga Wagga,Riverina
2650,BORAMBOLA,NSW,Wagga Wagga,Riverina
2650,BOURKELANDS,NSW,Wagga Wagga,Riverina
2650,BRUCEDALE,NSW,Wagga Wagga,Riverina
2650,BULGARY,NSW,Wagga Wagga,Riverina
2650,BURRANDANA,NSW,Wagga Wagga,Riverina
2650,CARABOST,NSW,Wagga Wagga,Riverina
2650,CARTWRIGHTS HILL,NSW,Wagga Wagga,Riverina
2650,COLLINGULLIE,NSW,Wagga Wagga,Riverina
2650,COOKARDINIA,NSW,Wagga Wagga,Riverina
2650,COURSING PARK,NSW,Wagga Wagga,Riverina
2650,CURRAWANANNA,NSW,Wagga Wagga,Riverina
2650,CURRAWARNA,NSW,Wagga Wagga,Riverina
2650,DHULURA,NSW,Wagga Wagga,Riverina
2650,DOWNSIDE,NSW,Wagga Wagga,Riverina
2650,EAST WAGGA WAGGA,NSW,Wagga Wagga,Riverina
2650,ESTELLA,NSW,Wagga Wagga,Riverina
2650,EUBERTA,NSW,Wagga Wagga,Riverina
2650,EUNANOREENYA,NSW,Wagga Wagga,Riverina
2650,EUNONOREENYA,NSW,Wagga Wagga,Riverina
2650,GALORE,NSW,Wagga Wagga,Riverina
2650,GELSTON PARK,NSW,Wagga Wagga,Riverina
2650,GLENFIELD PARK,NSW,Wagga Wagga,Riverina
2650,GOBBAGOMBALIN,NSW,Wagga Wagga,Riverina
2650,GREGADOO,NSW,Wagga Wagga,Riverina
2650,HAREFIELD,NSW,Wagga Wagga,Riverina
2650,HILLGROVE,NSW,Wagga Wagga,Riverina
2650,KOORINGAL,NSW,Wagga Wagga,Riverina
2650,KYEAMBA,NSW,Wagga Wagga,Riverina
2650,LAKE ALBERT,NSW,Wagga Wagga,Riverina
2650,LLOYD,NSW,Wagga Wagga,Riverina
2650,MAXWELL,NSW,Wagga Wagga,Riverina
2650,MOORONG,NSW,Wagga Wagga,Riverina
2650,MOUNT AUSTIN,NSW,Wagga Wagga,Riverina
2650,NORTH WAGGA WAGGA,NSW,Wagga Wagga,Riverina
2650,OBERNE CREEK,NSW,Wagga Wagga,Riverina
2650,OURA,NSW,Wagga Wagga,Riverina
2650,PULLETOP,NSW,Wagga Wagga,Riverina
2650,ROWAN,NSW,Wagga Wagga,Riverina
2650,SAN ISIDORE,NSW,Wagga Wagga,Riverina
2650,SPRINGVALE,NSW,Wagga Wagga,Riverina
2650,TATTON,NSW,Wagga Wagga,Riverina
2650,THE GAP,NSW,Wagga Wagga,Riverina
2650,TOLLAND,NSW,Wagga Wagga,Riverina
2650,TURVEY PARK,NSW,Wagga Wagga,Riverina
2650,WAGGA WAGGA,NSW,Wagga Wagga,Riverina
2650,WAGGA WAGGA BC,NSW,Wagga Wagga,Riverina
2650,WAGGA WAGGA NORTH,NSW,Wagga Wagga,Riverina
2650,WAGGA WAGGA SOUTH,NSW,Wagga Wagga,Riverina
2650,WALLACETOWN,NSW,Wagga Wagga,Riverina
2650,WANTABADGERY,NSW,Wagga Wagga,Riverina
2650,WESTBY,NSW,Wagga Wagga,Riverina
2650,WESTDALE,NSW,Wagga Wagga,Riverina
2650,YARRAGUNDRY,NSW,Wagga Wagga,Riverina
2650,YATHELLA,NSW,Wagga Wagga,Riverina
2651,FOREST HILL,NSW,Wagga Wagga,Riverina
2651,WAGGA WAGGA RAAF,NSW,Wagga Wagga,Riverina
2652,BOORGA,NSW,Wagga Wagga,Riverina
2652,BOREE CREEK,NSW,Wagga Wagga,Riverina
2652,COWABBIE,NSW,Wagga Wagga,Riverina
2652,GALORE,NSW,Wagga Wagga,Riverina
2652,GOOLGOWI,NSW,Wagga Wagga,Riverina
2652,GRONG GRONG,NSW,Wagga Wagga,Riverina
2652,GUMLY GUMLY,NSW,Wagga Wagga,Riverina
2652,HUMULA,NSW,Wagga Wagga,Riverina
2652,LADYSMITH,NSW,Wagga Wagga,Riverina
2652,LANDERVALE,NSW,Wagga Wagga,Riverina
2652,MANGOPLAH,NSW,Wagga Wagga,Riverina
2652,MARRAR,NSW,Wagga Wagga,Riverina
2652,MATONG,NSW,Wagga Wagga,Riverina
2652,MERRIWAGGA,NSW,Wagga Wagga,Riverina
2652,MURRULEBALE,NSW,Wagga Wagga,Riverina
2652,OBERNE,NSW,Wagga Wagga,Riverina
2652,OLD JUNEE,NSW,Wagga Wagga,Riverina
2652,ROSEWOOD,NSW,Wagga Wagga,Riverina
2652,TABBITA,NSW,Wagga Wagga,Riverina
2652,TARCUTTA,NSW,Wagga Wagga,Riverina
2652,URANQUINTY,NSW,Wagga Wagga,Riverina
2653,BURRA,NSW,Tumut - Tumbarumba,Riverina
2653,COURABYRA,NSW,Tumut - Tumbarumba,Riverina
2653,GLENROY,NSW,Tumut - Tumbarumba,Riverina
2653,MANNUS,NSW,Tumut - Tumbarumba,Riverina
2653,MARAGLE,NSW,Tumut - Tumbarumba,Riverina
2653,MUNDEROO,NSW,Tumut - Tumbarumba,Riverina
2653,PADDYS RIVER,NSW,Tumut - Tumbarumba,Riverina
2653,TARADALE,NSW,Tumut - Tumbarumba,Riverina
2653,TUMBARUMBA,NSW,Tumut - Tumbarumba,Riverina
2653,WESTDALE,NSW,Tumut - Tumbarumba,Riverina
2653,WILLIGOBUNG,NSW,Tumut - Tumbarumba,Riverina
2655,BIRDLIP,NSW,Wagga Wagga,Riverina
2655,FRENCH PARK,NSW,Wagga Wagga,Riverina
2655,KUBURA,NSW,Wagga Wagga,Riverina
2655,THE ROCK,NSW,Wagga Wagga,Riverina
2655,TOOTOOL,NSW,Wagga Wagga,Riverina
2656,BROOKDALE,NSW,Wagga Wagga,Riverina
2656,BROOKONG,NSW,Wagga Wagga,Riverina
2656,FARGUNYAH,NSW,Wagga Wagga,Riverina
2656,LOCKHART,NSW,Wagga Wagga,Riverina
2656,MILBRULONG,NSW,Wagga Wagga,Riverina
2656,OSBORNE,NSW,Wagga Wagga,Riverina
2656,URANGELINE,NSW,Wagga Wagga,Riverina
2656,URANGELINE EAST,NSW,Wagga Wagga,Riverina
2658,GRUBBEN,NSW,Wagga Wagga,Riverina
2658,HENTY,NSW,Wagga Wagga,Riverina
2658,MUNYABLA,NSW,Wagga Wagga,Riverina
2658,PLEASANT HILLS,NSW,Wagga Wagga,Riverina
2658,RYAN,NSW,Wagga Wagga,Riverina
2659,ALMA PARK,NSW,Albury,Murray
2659,WALLA WALLA,NSW,Albury,Murray
2660,CARNSDALE,NSW,Albury,Murray
2660,CULCAIRN,NSW,Albury,Murray
2660,MORVEN,NSW,Albury,Murray
2661,KAPOOKA,NSW,Wagga Wagga,Riverina
2663,BUNDURE,NSW,Wagga Wagga,Riverina
2663,COOBA,NSW,Wagga Wagga,Riverina
2663,COWABBIE,NSW,Wagga Wagga,Riverina
2663,ERIN VALE,NSW,Wagga Wagga,Riverina
2663,EURONGILLY,NSW,Wagga Wagga,Riverina
2663,JUNEE,NSW,Wagga Wagga,Riverina
2663,LANDERVALE,NSW,Wagga Wagga,Riverina
2663,MARINNA,NSW,Wagga Wagga,Riverina
2663,WANTIOOL,NSW,Wagga Wagga,Riverina
2665,ARDLETHAN,NSW,Wagga Wagga,Riverina
2665,ARIAH PARK,NSW,Wagga Wagga,Riverina
2665,BARELLAN,NSW,Wagga Wagga,Riverina
2665,BECKOM,NSW,Wagga Wagga,Riverina
2665,BECTRIC,NSW,Wagga Wagga,Riverina
2665,BINYA,NSW,Wagga Wagga,Riverina
2665,KAMARAH,NSW,Wagga Wagga,Riverina
2665,MIRROOL,NSW,Wagga Wagga,Riverina
2665,MOOMBOOLDOOL,NSW,Wagga Wagga,Riverina
2665,MOUNT CRYSTAL,NSW,Wagga Wagga,Riverina
2665,QUANDARY,NSW,Wagga Wagga,Riverina
2665,TARA,NSW,Wagga Wagga,Riverina
2665,WALLEROOBIE,NSW,Wagga Wagga,Riverina
2666,COMBANING,NSW,Wagga Wagga,Riverina
2666,DIRNASEER,NSW,Wagga Wagga,Riverina
2666,GIDGINBUNG,NSW,Wagga Wagga,Riverina
2666,GROGAN,NSW,Wagga Wagga,Riverina
2666,JUNEE REEFS,NSW,Wagga Wagga,Riverina
2666,MIMOSA,NSW,Wagga Wagga,Riverina
2666,MORANGARELL,NSW,Wagga Wagga,Riverina
2666,NARRABURRA,NSW,Wagga Wagga,Riverina
2666,PUCAWAN,NSW,Wagga Wagga,Riverina
2666,QUANDARY,NSW,Wagga Wagga,Riverina
2666,REEFTON,NSW,Wagga Wagga,Riverina
2666,SEBASTOPOL,NSW,Wagga Wagga,Riverina
2666,SPRINGDALE,NSW,Wagga Wagga,Riverina
2666,TEMORA,NSW,Wagga Wagga,Riverina
2666,TRUNGLEY HALL,NSW,Wagga Wagga,Riverina
2668,BARMEDMAN,NSW,Wagga Wagga,Riverina
2669,BYGALORIE,NSW,Griffith - Murrumbidgee (West),Riverina
2669,ERIGOLIA,NSW,Griffith - Murrumbidgee (West),Riverina
2669,GIRRAL,NSW,Griffith - Murrumbidgee (West),Riverina
2669,GUBBATA,NSW,Griffith - Murrumbidgee (West),Riverina
2669,KIKOIRA,NSW,Griffith - Murrumbidgee (West),Riverina
2669,MELBERGEN,NSW,Griffith - Murrumbidgee (West),Riverina
2669,NARADHAN,NSW,Griffith - Murrumbidgee (West),Riverina
2669,NORTH YALGOGRIN,NSW,Griffith - Murrumbidgee (West),Riverina
2669,RANKINS SPRINGS,NSW,Griffith - Murrumbidgee (West),Riverina
2669,TALLIMBA,NSW,Griffith - Murrumbidgee (West),Riverina
2669,TULLIBIGEAL,NSW,Griffith - Murrumbidgee (West),Riverina
2669,UNGARIE,NSW,Griffith - Murrumbidgee (West),Riverina
2669,WEETHALLE,NSW,Griffith - Murrumbidgee (West),Riverina
2669,WEJA,NSW,Griffith - Murrumbidgee (West),Riverina
2669,YADDRA,NSW,Griffith - Murrumbidgee (West),Riverina
2671,ALLEENA,NSW,Lachlan Valley,Central West
2671,BACK CREEK,NSW,Lachlan Valley,Central West
2671,BURCHER,NSW,Lachlan Valley,Central West
2671,LAKE COWAL,NSW,Lachlan Valley,Central West
2671,NORTH YALGOGRIN,NSW,Lachlan Valley,Central West
2671,WEST WYALONG,NSW,Lachlan Valley,Central West
2671,WYALONG,NSW,Lachlan Valley,Central West
2672,BURGOONEY,NSW,Bourke - Cobar - Coonamble,Far West and Orana
2672,CURLEW WATERS,NSW,Bourke - Cobar - Coonamble,Far West and Orana
2672,LAKE CARGELLIGO,NSW,Bourke - Cobar - Coonamble,Far West and Orana
2672,MURRIN BRIDGE,NSW,Bourke - Cobar - Coonamble,Far West and Orana
2672,WARGAMBEGAL,NSW,Bourke - Cobar - Coonamble,Far West and Orana
2675,HILLSTON,NSW,Griffith - Murrumbidgee (West),Riverina
2675,LAKE BREWSTER,NSW,Griffith - Murrumbidgee (West),Riverina
2675,MONIA GAP,NSW,Griffith - Murrumbidgee (West),Riverina
2675,ROTO,NSW,Griffith - Murrumbidgee (West),Riverina
2675,WALLANTHERY,NSW,Griffith - Murrumbidgee (West),Riverina
2675,WHITE TOP,NSW,Griffith - Murrumbidgee (West),Riverina
2678,CHARLES STURT UNIVERSITY,NSW,Wagga Wagga,Riverina
2678,RIVERINA MC,NSW,Wagga Wagga,Riverina
2678,RIVERINA MSC,NSW,Wagga Wagga,Riverina
2680,BEELBANGERA,NSW,Griffith - Murrumbidgee (West),Riverina
2680,BENEREMBAH,NSW,Griffith - Murrumbidgee (West),Riverina
2680,BILBUL,NSW,Griffith - Murrumbidgee (West),Riverina
2680,GRIFFITH,NSW,Griffith - Murrumbidgee (West),Riverina
2680,GRIFFITH DC,NSW,Griffith - Murrumbidgee (West),Riverina
2680,GRIFFITH EAST,NSW,Griffith - Murrumbidgee (West),Riverina
2680,HANWOOD,NSW,Griffith - Murrumbidgee (West),Riverina
2680,KOOBA,NSW,Griffith - Murrumbidgee (West),Riverina
2680,LAKE WYANGAN,NSW,Griffith - Murrumbidgee (West),Riverina
2680,NERICON,NSW,Griffith - Murrumbidgee (West),Riverina
2680,THARBOGANG,NSW,Griffith - Murrumbidgee (West),Riverina
2680,WARBURN,NSW,Griffith - Murrumbidgee (West),Riverina
2680,WARRAWIDGEE,NSW,Griffith - Murrumbidgee (West),Riverina
2680,WIDGELLI,NSW,Griffith - Murrumbidgee (West),Riverina
2680,WILLBRIGGIE,NSW,Griffith - Murrumbidgee (West),Riverina
2680,YOOGALI,NSW,Griffith - Murrumbidgee (West),Riverina
2681,MYALL PARK,NSW,Griffith - Murrumbidgee (West),Riverina
2681,YENDA,NSW,Griffith - Murrumbidgee (West),Riverina
2700,BIRREGO,NSW,Griffith - Murrumbidgee (West),Riverina
2700,BUNDURE,NSW,Griffith - Murrumbidgee (West),Riverina
2700,COLINROOBIE,NSW,Griffith - Murrumbidgee (West),Riverina
2700,COROBIMILLA,NSW,Griffith - Murrumbidgee (West),Riverina
2700,CUDGEL,NSW,Griffith - Murrumbidgee (West),Riverina
2700,EUROLEY,NSW,Griffith - Murrumbidgee (West),Riverina
2700,FAITHFULL,NSW,Griffith - Murrumbidgee (West),Riverina
2700,GILLENBAH,NSW,Griffith - Murrumbidgee (West),Riverina
2700,KYWONG,NSW,Griffith - Murrumbidgee (West),Riverina
2700,MORUNDAH,NSW,Griffith - Murrumbidgee (West),Riverina
2700,NARRANDERA,NSW,Griffith - Murrumbidgee (West),Riverina
2700,PAYNTERS SIDING,NSW,Griffith - Murrumbidgee (West),Riverina
2700,SANDIGO,NSW,Griffith - Murrumbidgee (West),Riverina
2700,UROLY,NSW,Griffith - Murrumbidgee (West),Riverina
2700,WIDGIEWA,NSW,Griffith - Murrumbidgee (West),Riverina
2701,BERRY JERRY,NSW,Wagga Wagga,Riverina
2701,COOLAMON,NSW,Wagga Wagga,Riverina
2701,METHUL,NSW,Wagga Wagga,Riverina
2701,RANNOCK,NSW,Wagga Wagga,Riverina
2701,TOOYAL,NSW,Wagga Wagga,Riverina
2702,GANMAIN,NSW,Wagga Wagga,Riverina
2703,YANCO,NSW,Griffith - Murrumbidgee (West),Riverina
2705,BROBENAH,NSW,Griffith - Murrumbidgee (West),Riverina
2705,CALORAFIELD,NSW,Griffith - Murrumbidgee (West),Riverina
2705,CORBIE HILL,NSW,Griffith - Murrumbidgee (West),Riverina
2705,GOGELDRIE,NSW,Griffith - Murrumbidgee (West),Riverina
2705,LEETON,NSW,Griffith - Murrumbidgee (West),Riverina
2705,MERUNGLE HILL,NSW,Griffith - Murrumbidgee (West),Riverina
2705,MURRAMI,NSW,Griffith - Murrumbidgee (West),Riverina
2705,STANBRIDGE,NSW,Griffith - Murrumbidgee (West),Riverina
2705,WAMOON,NSW,Griffith - Murrumbidgee (West),Riverina
2705,WHITTON,NSW,Griffith - Murrumbidgee (West),Riverina
2706,DARLINGTON POINT,NSW,Griffith - Murrumbidgee (West),Riverina
2707,ARGOON,NSW,Griffith - Murrumbidgee (West),Riverina
2707,COLEAMBALLY,NSW,Griffith - Murrumbidgee (West),Riverina
2708,ALBURY MSC,NSW,,
2708,MURRAY REGION MC,NSW,,
2710,BARRATTA,NSW,Griffith - Murrumbidgee (West),Riverina
2710,BENARCA,NSW,Griffith - Murrumbidgee (West),Riverina
2710,BIRGANBIGIL,NSW,Griffith - Murrumbidgee (West),Riverina
2710,BOOROORBAN,NSW,Griffith - Murrumbidgee (West),Riverina
2710,BRASSI,NSW,Griffith - Murrumbidgee (West),Riverina
2710,BULLATALE,NSW,Griffith - Murrumbidgee (West),Riverina
2710,CALDWELL,NSW,Griffith - Murrumbidgee (West),Riverina
2710,CALIMO,NSW,Griffith - Murrumbidgee (West),Riverina
2710,CONARGO,NSW,Griffith - Murrumbidgee (West),Riverina
2710,COREE,NSW,Griffith - Murrumbidgee (West),Riverina
2710,CORNALLA,NSW,Griffith - Murrumbidgee (West),Riverina
2710,DENILIQUIN,NSW,Griffith - Murrumbidgee (West),Riverina
2710,DENILIQUIN NORTH,NSW,Griffith - Murrumbidgee (West),Riverina
2710,GULPA,NSW,Griffith - Murrumbidgee (West),Riverina
2710,HARTWOOD,NSW,Griffith - Murrumbidgee (West),Riverina
2710,HILL PLAIN,NSW,Griffith - Murrumbidgee (West),Riverina
2710,JIMARINGLE,NSW,Griffith - Murrumbidgee (West),Riverina
2710,LINDIFFERON,NSW,Griffith - Murrumbidgee (West),Riverina
2710,MATHOURA,NSW,Griffith - Murrumbidgee (West),Riverina
2710,MAYRUNG,NSW,Griffith - Murrumbidgee (West),Riverina
2710,MOIRA,NSW,Griffith - Murrumbidgee (West),Riverina
2710,MOONAHCULLAH,NSW,Griffith - Murrumbidgee (West),Riverina
2710,MOONBRIA,NSW,Griffith - Murrumbidgee (West),Riverina
2710,MORAGO,NSW,Griffith - Murrumbidgee (West),Riverina
2710,PRETTY PINE,NSW,Griffith - Murrumbidgee (West),Riverina
2710,STEAM PLAINS,NSW,Griffith - Murrumbidgee (West),Riverina
2710,STUD PARK,NSW,Griffith - Murrumbidgee (West),Riverina
2710,WAKOOL,NSW,Griffith - Murrumbidgee (West),Riverina
2710,WANDOOK,NSW,Griffith - Murrumbidgee (West),Riverina
2710,WANGANELLA,NSW,Griffith - Murrumbidgee (West),Riverina
2710,WARRAGOON,NSW,Griffith - Murrumbidgee (West),Riverina
2710,WILLURAH,NSW,Griffith - Murrumbidgee (West),Riverina
2710,YALLAKOOL,NSW,Griffith - Murrumbidgee (West),Riverina
2711,BOOLIGAL,NSW,Griffith - Murrumbidgee (West),Riverina
2711,CARRATHOOL,NSW,Griffith - Murrumbidgee (West),Riverina
2711,CLARE,NSW,Griffith - Murrumbidgee (West),Riverina
2711,CORRONG,NSW,Griffith - Murrumbidgee (West),Riverina
2711,GUNBAR,NSW,Griffith - Murrumbidgee (West),Riverina
2711,HAY,NSW,Griffith - Murrumbidgee (West),Riverina
2711,HAY SOUTH,NSW,Griffith - Murrumbidgee (West),Riverina
2711,KERI KERI,NSW,Griffith - Murrumbidgee (West),Riverina
2711,MAUDE,NSW,Griffith - Murrumbidgee (West),Riverina
2711,ONE TREE,NSW,Griffith - Murrumbidgee (West),Riverina
2711,OXLEY,NSW,Griffith - Murrumbidgee (West),Riverina
2711,WAUGORAH,NSW,Griffith - Murrumbidgee (West),Riverina
2711,YANGA,NSW,Griffith - Murrumbidgee (West),Riverina
2712,BERRIGAN,NSW,Moira,Shepparton
2712,BOOMANOOMANA,NSW,Moira,Shepparton
2713,BLIGHTY,NSW,Upper Murray exc. Albury,Murray
2713,FINLEY,NSW,Upper Murray exc. Albury,Murray
2713,LOGIE BRAE,NSW,Upper Murray exc. Albury,Murray
2713,MYRTLE PARK,NSW,Upper Murray exc. Albury,Murray
2713,RETREAT,NSW,Upper Murray exc. Albury,Murray
2714,ARATULA,NSW,Moira,Shepparton
2714,PINE LODGE,NSW,Moira,Shepparton
2714,TOCUMWAL,NSW,Moira,Shepparton
2714,TUPPAL,NSW,Moira,Shepparton
2715,ARUMPO,NSW,Murray River - Swan Hill,North West
2715,BALRANALD,NSW,Murray River - Swan Hill,North West
2715,HATFIELD,NSW,Murray River - Swan Hill,North West
2715,KYALITE,NSW,Murray River - Swan Hill,North West
2715,MUNGO,NSW,Murray River - Swan Hill,North West
2715,PENARIE,NSW,Murray River - Swan Hill,North West
2715,THE VALE,NSW,Murray River - Swan Hill,North West
2716,COREE SOUTH,NSW,Griffith - Murrumbidgee (West),Riverina
2716,FOUR CORNERS,NSW,Griffith - Murrumbidgee (West),Riverina
2716,GALA VALE,NSW,Griffith - Murrumbidgee (West),Riverina
2716,JERILDERIE,NSW,Griffith - Murrumbidgee (West),Riverina
2716,MABINS WELL,NSW,Griffith - Murrumbidgee (West),Riverina
2716,MAIRJIMMY,NSW,Griffith - Murrumbidgee (West),Riverina
2717,COOMEALLA,NSW,Lower Murray,Murray
2717,DARETON,NSW,Lower Murray,Murray
2720,ARGALONG,NSW,Tumut - Tumbarumba,Riverina
2720,BLOWERING,NSW,Tumut - Tumbarumba,Riverina
2720,BOGONG PEAKS WILDERNESS,NSW,Tumut - Tumbarumba,Riverina
2720,BOMBOWLEE,NSW,Tumut - Tumbarumba,Riverina
2720,BOMBOWLEE CREEK,NSW,Tumut - Tumbarumba,Riverina
2720,BUDDONG,NSW,Tumut - Tumbarumba,Riverina
2720,COURAGAGO,NSW,Tumut - Tumbarumba,Riverina
2720,COURAJAGO,NSW,Tumut - Tumbarumba,Riverina
2720,GADARA,NSW,Tumut - Tumbarumba,Riverina
2720,GILMORE,NSW,Tumut - Tumbarumba,Riverina
2720,GOCUP,NSW,Tumut - Tumbarumba,Riverina
2720,GOOBARRAGANDRA,NSW,Tumut - Tumbarumba,Riverina
2720,JONES BRIDGE,NSW,Tumut - Tumbarumba,Riverina
2720,KILLIMICAT,NSW,Tumut - Tumbarumba,Riverina
2720,LACMALAC,NSW,Tumut - Tumbarumba,Riverina
2720,LITTLE RIVER,NSW,Tumut - Tumbarumba,Riverina
2720,MIDWAY,NSW,Tumut - Tumbarumba,Riverina
2720,MINJARY,NSW,Tumut - Tumbarumba,Riverina
2720,MUNDONGO,NSW,Tumut - Tumbarumba,Riverina
2720,PINBEYAN,NSW,Tumut - Tumbarumba,Riverina
2720,RED HILL,NSW,Tumut - Tumbarumba,Riverina
2720,TALBINGO,NSW,Tumut - Tumbarumba,Riverina
2720,TUMORRAMA,NSW,Tumut - Tumbarumba,Riverina
2720,TUMUT,NSW,Tumut - Tumbarumba,Riverina
2720,TUMUT PLAINS,NSW,Tumut - Tumbarumba,Riverina
2720,WEREBOLDERA,NSW,Tumut - Tumbarumba,Riverina
2720,WERMATONG,NSW,Tumut - Tumbarumba,Riverina
2720,WINDOWIE,NSW,Tumut - Tumbarumba,Riverina
2720,WYANGLE,NSW,Tumut - Tumbarumba,Riverina
2720,YARRANGOBILLY,NSW,Tumut - Tumbarumba,Riverina
2721,BLAND,NSW,Lachlan Valley,Central West
2721,QUANDIALLA,NSW,Lachlan Valley,Central West
2722,BONGALONG,NSW,Wagga Wagga,Riverina
2722,BONGONGALONG,NSW,Wagga Wagga,Riverina
2722,BRUNGLE,NSW,Wagga Wagga,Riverina
2722,BRUNGLE CREEK,NSW,Wagga Wagga,Riverina
2722,BURRA,NSW,Wagga Wagga,Riverina
2722,BURRA CREEK,NSW,Wagga Wagga,Riverina
